offset	lemma	field	semcor	zipf	why	nearest	flags	gloss
09762821	achiever	person	3	2.5	semcor	person	word present in another sense	"a person with a record of successes; ""his son would never be the achiever that his father "
01349948	bacillus	animal	1	2.7	zipf	bacterium		aerobic rod-shaped spore-producing bacterium; often occurring in chainlike formations; fou
10456138	positivist	person	6	2.2	semcor	person		someone who emphasizes observable facts and excludes metaphysical speculation about origin
07394814	spatter	event	4	2.4	semcor	noise		"the noise of something spattering or sputtering explosively; ""he heard a spatter of gunfir"
05038823	titer	attribute	8	2.0	semcor	concentration		the concentration of a solution as determined by titration
10066732	evaluator	person	3	2.49	semcor	authority	word present in another sense	an authority who is able to estimate worth or quality
00436187	handstand	act	3	2.49	semcor	exercise		the act of supporting yourself by your hands alone in an upside down position
11496881	osmotic_pressure	phenomenon	3	2.49	semcor	pressure		(physical chemistry) the pressure exerted by a solution necessary to prevent osmosis into 
00940842	conceptualization	act	3	2.48	semcor	creation		inventing or contriving an idea or explanation and formulating it mentally
09617577	experimenter	person	3	2.48	semcor	research-worker		a research worker who conducts experiments
01018366	prolongation	act	4	2.38	semcor	activity		"the act of prolonging something; ""there was an indefinite prolongation of the peace talks"""
14413162	acquiescence	state	3	2.47	semcor	situation		acceptance without protest
06768901	restatement	communication	4	2.37	semcor	information		a revised statement
07154046	platitude	communication	6	2.17	semcor	remark		a trite or obvious remark
06493158	masthead	communication	3	2.46	semcor	list	word present in another sense	a listing printed in all issues of a newspaper or magazine (usually on the editorial page)
11800020	American_ginseng	plant	0	2.76	zipf	plant		North American woodland herb similar to and used as substitute for the Chinese ginseng
14045141	erectile_dysfunction	state	0	2.76	zipf	dysfunction		impotence resulting from a man's inability to have or maintain an erection of his penis
07027090	operetta	communication	4	2.36	semcor	opera		a short amusing opera
14715008	strychnine	substance	4	2.36	semcor	poison		an alkaloid plant toxin extracted chiefly from nux vomica; formerly used as a stimulant
05678474	wakefulness	cognition	4	2.36	semcor	consciousness		"a periodic state during which you are conscious and aware of the world; ""consciousness dur"
09957013	conscientious_objector	person	3	2.45	semcor	person		one who refuses to serve in the armed forces on grounds of conscience
07160752	soliloquy	communication	3	2.45	semcor	information		speech you make to yourself
04581595	whorehouse	artifact	5	2.25	semcor	building		a building where prostitutes are available
13442639	calving	process	3	2.44	semcor	organic-process		giving birth to a calf
07383823	footfall	event	4	2.34	semcor	event	word present in another sense	"the sound of a step of someone walking; ""he heard footsteps on the porch"""
00315700	commutation	act	3	2.43	semcor	act		the travel of a commuter
04246731	smokehouse	artifact	3	2.43	semcor	building		a small house where smoke is used to cure meat or fish
05524615	testis	body	3	2.43	semcor	organ	word present in another sense	"one of the two male reproductive glands that produce spermatozoa and secrete androgens; ""s"
07520112	frisson	feeling	5	2.22	semcor	fear	word present in another sense	"an almost pleasurable sensation of fright; ""a frisson of surprise shot through him"""
15279957	megahertz	time	5	2.22	semcor	relation		one million periods per second
14547643	infirmity	state	4	2.32	semcor	condition		the state of being weak in health or body (especially from old age)
05747582	reappraisal	cognition	4	2.32	semcor	appraisal	word present in another sense	a new appraisal or evaluation
10560106	schoolmate	person	4	2.32	semcor	acquaintance		an acquaintance that you go to school with
07014320	effusion	communication	3	2.41	semcor	demo		an unrestrained expression of emotion
07237758	incrimination	communication	3	2.41	semcor	information		"an accusation that you are responsible for some lapse or misdeed; ""his incrimination was b"
05993367	positivism	cognition	3	2.41	semcor	doctrine		the form of empiricism that bases all knowledge on perceptual experience (not on intuition
05063564	three-dimensionality	attribute	3	2.41	semcor	attribute		the property of having three dimensions
06608277	buzzword	communication	1	2.61	zipf	nonsense		stock phrases that have become nonsense through endless repetition
08689449	beachhead	location	3	2.4	semcor	place		"a bridgehead on the enemy's shoreline seized by an amphibious operation; ""the Germans were"
10276238	luminary	person	3	2.39	semcor	adult		"a celebrity who is an inspiration to others; ""he was host to a large gathering of luminari"
13528750	ossification	process	6	2.09	semcor	organic-process		the developmental process of bone formation
10695333	teamster	person	5	2.19	semcor	worker	word present in another sense	the driver of a team of horses doing hauling
14113021	myocardial_infarction	state	1	2.58	zipf	condition		destruction of heart tissue resulting from obstruction of the blood supply to the heart mu
10204921	infantryman	person	3	2.38	semcor	soldier		fights on foot with small arms
04742535	sameness	attribute	3	2.37	semcor	attribute		"the quality of being alike; ""sameness of purpose kept them together"""
06540863	divestiture	communication	4	2.27	semcor	legal-document	word present in another sense	an order to an offending party to rid itself of property; it has the purpose of depriving 
00629318	pushup	act	6	2.06	semcor	exercise		an arm exercise performed lying face to the floor and pushing the body up and down with th
05653710	excitability	cognition	4	2.26	semcor	sensitiveness		excessive sensitivity of an organ or body part
00288880	footstep	act	4	2.26	semcor	act	word present in another sense	the act of taking a step in walking
10494935	pursuer	person	3	2.35	semcor	traveler		"a person who is pursuing and trying to overtake or capture; ""always before he had been abl"
13977732	convulsion	state	5	2.14	semcor	disturbance	word present in another sense	"a violent disturbance; ""the convulsions of the stock market"""
10362682	Northerner	person	3	2.34	semcor	inhabitant		an inhabitant of the North
01225783	rebuff	act	3	2.34	semcor	discourtesy		a deliberate discourteous act (usually as an expression of anger or disapproval)
06907728	Athapaskan	communication	14	1.23	semcor	natural-language		a group of Amerindian languages (the name coined by an American anthropologist, Edward Sap
04052235	ramrod	artifact	4	2.23	semcor	rod		a rod used to ram the charge into a muzzle-loading firearm
04470232	tranquilizer	artifact	3	2.33	semcor	drug		a drug used to reduce stress or tension without reducing mental clarity
13841863	mutuality	relation	5	2.13	semcor	relation		a reciprocal relation between interdependent entities (objects or individuals or groups)
11518168	interfacial_tension	phenomenon	3	2.31	semcor	physical-phenomenon		surface tension at the surface separating two non-miscible liquids
10378026	onlooker	person	3	2.31	semcor	spectator		someone who looks on
13098648	xylem	plant	4	2.21	semcor	plant-part		the woody part of plants: the supporting and water-conducting tissue, consisting primarily
14272347	scours	state	5	2.11	semcor	animal-disease		diarrhea in livestock
01389188	Protozoa	animal	3	2.3	semcor	phylum		in some classifications considered a superphylum or a subkingdom; comprises flagellates; c
05702726	attentiveness	cognition	3	2.3	semcor	cognition		"paying particular notice (as to children or helpless people); ""his attentiveness to her wi"
12914923	verbena	plant	3	2.3	semcor	flower		any of numerous tropical or subtropical American plants of the genus Verbena grown for the
07135080	chitchat	communication	3	2.29	semcor	conversation	word present in another sense	light informal conversation for social occasions
10408438	patroness	person	4	2.19	semcor	person		a woman who is a patron or the wife of a patron
10157744	fathead	person	3	2.28	semcor	fool	word present in another sense	a man who is a stupid incompetent fool
00117578	belch	act	3	2.27	semcor	act		a reflex that expels gas noisily from the stomach through the mouth
15236176	microsecond	time	4	2.17	semcor	time-unit		one millionth (10^-6) of a second; one thousandth of a millisecond
07553964	commiseration	feeling	7	1.86	semcor	feeling	word present in another sense	"a feeling of sympathy and sorrow for the misfortunes of others; ""the blind are too often o"
14694765	reactant	substance	3	2.26	semcor	chemical		a chemical substance that is present at the start of a chemical reaction
13572436	vaporization	process	3	2.26	semcor	process		the process of becoming a vapor
10539715	rotter	person	4	2.15	semcor	person	word present in another sense	"a person who is deemed to be despicable or contemptible; ""only a rotter would do that""; ""k"
03575240	instrumentality	artifact	3	2.24	semcor	artifact		an artifact (or system of artifacts) that is instrumental in accomplishing some end
05268619	parenchyma	body	4	2.14	semcor	tissue		animal tissue that constitutes the essential part of an organ as contrasted with e.g. conn
