# label	GPT path — kinds WordNet has no noun for
swim belt	sporting goods > outdoor recreation > sport > swimming > swim belt
swim belt	sporting goods > outdoor recreation > sport > swimming > swim belt
swim cap	sporting goods > outdoor recreation > sport > swimming > swim cap
swim cap	sporting goods > outdoor recreation > sport > swimming > swim cap
swim cap	sporting goods > outdoor recreation > sport > swimming > swim cap
swim cap	sporting goods > outdoor recreation > sport > swimming > swim cap
swim glove	sporting goods > outdoor recreation > sport > swimming > swim glove
swim glove	sporting goods > outdoor recreation > sport > swimming > swim glove
swim glove	sporting goods > outdoor recreation > sport > swimming > swim glove
swim glove	sporting goods > outdoor recreation > sport > swimming > swim glove
swim goggle	sporting goods > outdoor recreation > sport > swimming > swim goggle
swim goggle	sporting goods > outdoor recreation > sport > swimming > swim goggle
swim goggle	sporting goods > outdoor recreation > sport > swimming > swim goggle
swim goggle	sporting goods > outdoor recreation > sport > swimming > swim goggle
swim goggles	sporting goods > outdoor recreation > sport > swimming > swim goggles
swim goggles	sporting goods > outdoor recreation > sport > swimming > swim goggles
swim goggles	sporting goods > outdoor recreation > sport > swimming > swim goggles
swim goggles	sporting goods > outdoor recreation > sport > swimming > swim goggles
swim shirt	sporting goods > outdoor recreation > sport > sport apparel > swim shirt
swim shirt	sporting goods > outdoor recreation > sport > sport apparel > swim shirt
swim shirt	sporting goods > outdoor recreation > sport > sport apparel > swim shirt
swim shirt	sporting goods > outdoor recreation > sport > sport apparel > swim shirt
swim weight	sporting goods > outdoor recreation > sport > swimming > swim weight
swim weight	sporting goods > outdoor recreation > sport > swimming > swim weight
swim weight	sporting goods > outdoor recreation > sport > swimming > swim weight
swim weight	sporting goods > outdoor recreation > sport > swimming > swim weight
swimming	sporting goods > outdoor recreation > sport > swimming   [WordNet has only non-goods senses]
swimming	sporting goods > outdoor recreation > sport > swimming   [WordNet has only non-goods senses]
swimming	sporting goods > outdoor recreation > sport > swimming   [WordNet has only non-goods senses]
swimming	sporting goods > outdoor recreation > sport > swimming   [WordNet has only non-goods senses]
swimming fin	sporting goods > outdoor recreation > sport > swimming > swimming fin
swimming fin	sporting goods > outdoor recreation > sport > swimming > swimming fin
swimming fin	sporting goods > outdoor recreation > sport > swimming > swimming fin
swimming fin	sporting goods > outdoor recreation > sport > swimming > swimming fin
swimming machine	sporting goods > outdoor recreation > sport > swimming > swimming machine
swimming machine	sporting goods > outdoor recreation > sport > swimming > swimming machine
swimming machine	sporting goods > outdoor recreation > sport > swimming > swimming machine
swimming machine	sporting goods > outdoor recreation > sport > swimming > swimming machine
swimming nose clip	sporting goods > outdoor recreation > sport > swimming > swimming nose clip
swimming nose clip	sporting goods > outdoor recreation > sport > swimming > swimming nose clip
swimming nose clip	sporting goods > outdoor recreation > sport > swimming > swimming nose clip
swimming nose clip	sporting goods > outdoor recreation > sport > swimming > swimming nose clip
swing set	toys & games > outdoor play equipment > swing set
sword stand	arts & entertainment > hobbies & creative arts > collectible > collectible weapon > sword stand
syringe set	business & industrial > medical > medical supplies > medical needles & syringes > syringe set
tabi sock	apparel & accessories > clothing accessories > traditional clothing accessories > tabi sock
tabla	arts & entertainment > hobbies & creative arts > musical instrument > percussion > hand percussion > hand drum > tabla
table accessories	furniture > table accessories
table leg	furniture > table accessories > table leg
table linens	home & garden > linens & bedding > table linens
table runner	home & garden > linens & bedding > table linens > table runner
table saw accessories	hardware > tool accessories > saw accessories > table saw accessories
table scatter	home & garden > decor > table scatter
table shuffleboard	sporting goods > indoor game > table shuffleboard
table shuffleboard powder	sporting goods > indoor game > table shuffleboard > table shuffleboard powder
table shuffleboard puck	sporting goods > indoor game > table shuffleboard > table shuffleboard puck
table skirt	home & garden > linens & bedding > table linens > table skirt
table top	furniture > table accessories > table top
tablecloth clip	home & garden > kitchen & dining > tableware > tablecloth clip
tablet computer	electronics > computer > tablet computer
tablet computer battery	electronics > electronics accessories > power > battery > tablet computer battery
tablet computer battery	electronics > electronics accessories > power > battery > tablet computer battery
tablet computer part	electronics > electronics accessories > computer component > tablet computer part
tablet computer replacement speaker	electronics > electronics accessories > computer component > tablet computer part > tablet computer replacement speaker
tackle bag	sporting goods > outdoor recreation > fishing > tackle bag
taco shell	food, beverages & tobacco > food item > bakery > taco shell
tactile transducer	electronics > audio > audio accessories > speaker accessories > tactile transducer
tactile transducer	electronics > audio > audio accessories > speaker accessories > tactile transducer
tactile transducer	electronics > audio > audio accessories > speaker accessories > tactile transducer
take-out container	business & industrial > food service > take-out container
talking drum	arts & entertainment > hobbies & creative arts > musical instrument > percussion > hand percussion > hand drum > talking drum
tamarillo	food, beverages & tobacco > food item > vegetable > tamarillo   [WordNet has only non-goods senses]
tamarillo	food, beverages & tobacco > food item > vegetable > tamarillo   [WordNet has only non-goods senses]
tamarillo	food, beverages & tobacco > food item > vegetable > tamarillo   [WordNet has only non-goods senses]
tanning bed	health & beauty > personal care > tanning bed
tanning oil	health & beauty > personal care > cosmetics > skin care > tanning product > tanning oil
tanning product	health & beauty > personal care > cosmetics > skin care > tanning product
tap reseater	hardware > hardware accessories > tool storage & organization > tool > tap reseater
tap reseater	hardware > hardware accessories > tool storage & organization > tool > tap reseater
