name	wordnet	sumo	sumo_rel	schemaorg	yago	wikidata	opencyc	bfo	dolce	dul	gloss	origin
sister	10602985	BiologicalAttribute	+			Q595094	Mx8NhB4rvcD6KJwpEbGdrcN5Y29ycB4rvViAkpwpEbGdrcN5Y29ycB4rvVjTxJwpEbGdrcN5Y29ycB4rvViAkpwpEbGdrcN5Y29ycA				"a female person who has the same parents as another person; ""my sister married a musician"""	base
situation	13927383	SubjectiveAssessmentAttribute	+				Mx4rvYjIS5wpEbGdrcN5Y29ycA			Situation	"the general state of things; the combination of circumstances at a given time; ""the presen"	base
skeletal-system	05585383	AnatomicalStructure	+			Q1072278					the hard structure (bones and cartilages) that provides a frame for the body of an animal	base
sketch	06469694	Summary	+			Q5078274	Mx4rn_kuIDAEQdiOPOpBZlRGAg				short descriptive summary (of events)	base
ski	04228054	SnowSki	=			Q172226					narrow wood or metal or plastic runners used in pairs for gliding over snow	base
ski-tow	04231693	Device	+			Q17136481					a powered conveyance that carries skiers up a hill	base
skill	05637558	Proposition	+		Skill	Q205961					an ability that has been acquired by training	base
skin	05238282	Skin	+			Q1074	Mx4rvVjX3ZwpEbGdrcN5Y29ycA				"a natural protective body covering and site of the sense of touch; ""your skin is the large"	base
skin-cream	03128519	Mixture	+			Q3006091					toiletry consisting of any of various substances in the form of a thick liquid that have a	base
skirt	04230808	Clothing	+		Skirt	Q2160801					a garment hanging from the waist; worn mainly by girls and women	base
skull	05540121	Skull	+		Skull	Q13147	Mx4rvVjOsZwpEbGdrcN5Y29ycA				the bony skeleton of the head of vertebrates	base
sky	09436708	SpaceRegion	=			Q527	Mx4rvViGgJwpEbGdrcN5Y29ycA				the atmosphere and outer space as viewed from the earth	base
slab	04233405	Artifact	+								block consisting of a thick piece of something	base
slant	06211078	IntentionalRelation	+			Q12558574					a biased way of looking at or presenting something	base
slave	10609325	HumanSlave	=			Q12773225	Mx4rv-2R7JwpEbGdrcN5Y29ycA				a person who is owned by someone	base
sleep	14024882	Asleep	=			Q35831					a natural and periodic state of rest during which consciousness of the world is suspended;	base
sleeve	04236377	Sleeve	+			Q256458	Mx4rvVkKV5wpEbGdrcN5Y29ycA				the part of a garment that is attached at the armhole and that provides a cloth covering f	base
slice	09437241	Object	+			Q104439342					a thin flat piece cut off of some object	base
slide	04238128	RecreationOrExerciseDevice	+			Q334747					plaything consisting of a sloping chute down which children can slide	base
slob	10612210	Human	+								a coarse obnoxious person	base
slope	09437454	SlopedArea	=			Q944588	Mx4rw4--UiTfQdeTAd3NPZMGfg				"an elevated geological formation; ""he climbed the steep slope""; ""the house was built on th"	base
slot	04243370	Hole	+			Q7541407					"a small slit (as for inserting a coin or depositing mail); ""he put a quarter in the slot"""	base
sludge	14956661	Substance	+			Q899944					any thick, viscous matter	base
small-change	13387479	CurrencyMeasure	+								money received in return for its equivalent in a larger denomination or a different curren	base
smell	05658603	BiologicalAttribute	+			Q1541064					the faculty that enables us to distinguish scents	base
smile	06878071	Smiling	+			Q487					a facial expression characterized by turning up the corners of the mouth; usually shows pl	base
smoke	11508092	Smoke	=			Q130768	Mx4rvVi_TpwpEbGdrcN5Y29ycA				a cloud of fine particles suspended in a gas	base
smudge	04694441	VisualAttribute	+								"a blemish made by dirt; ""he had a smudge on his cheek"""	base
snail	01944390	Gastropod	+			Q308841					freshwater or marine or terrestrial gastropod mollusk usually having an external enclosing	base
snake	01726692	Snake	=			Q2102	Mx4rvViT7pwpEbGdrcN5Y29ycA				limbless scaly elongate reptile; some are venomous	base
snow	11508382	Snowing	+			Q7561					precipitation falling from clouds in the form of ice crystals	base
snub	01225997	SubjectiveAssessmentAttribute	+			Q7548771					"a refusal to recognize someone you know; ""the snub was clearly intentional"""	base
soap	04253437	Soap	=			Q34396	Mx4rvVj4KZwpEbGdrcN5Y29ycA				a cleansing agent made from the salts of vegetable or animal fats	base
soccer	00478262	Soccer	=			Q2736					a football game in which two teams of 11 players try to kick or head a ball into the oppon	base
social-club	08227214	Club	=		Social_club	Q939871	Mx4r2O6GFr_CEdaAAAACs6ho1w				"a formal association of people with similar interests; ""he joined a golf club""; ""they form"	base
social-occasion	07447261	SocialParty	+				Mx4rvVjrvpwpEbGdrcN5Y29ycA				"a vaguely specified social event; ""the party was quite an affair""; ""an occasion arranged t"	base
social-science	06143154	SocialScience	=			Q34749	Mx4rvgPZF5wpEbGdrcN5Y29ycA				the branch of science that studies society and the relationships of individual within a so	base
social-welfare	01086945	Welfare	=			Q12002092					"governmental provision of economic assistance to persons in need; ""she lives on welfare"""	base
society	07966140	SubjectiveAssessmentAttribute	=		Society						an extended social group having a distinctive cultural and economic organization	base
sociology	06151693	Sociology	=			Q21201					the study and classification of human societies	base
sock	04254777	Sock	+			Q43663	Mx4rvViPuJwpEbGdrcN5Y29ycA				hosiery consisting of a cloth covering for the foot; worn inside the shoe; reaches to betw	base
sodium	14655371	Sodium	=			Q658	Mx4rvVjUBpwpEbGdrcN5Y29ycA				a silvery soft waxy metallic element of the alkali metal group; occurs abundantly in natur	base
sofa	04256520	Sofa	=			Q131514	Mx4rvVjfFJwpEbGdrcN5Y29ycA				an upholstered seat for more than one person	base
software	06566077	ComputerProgram	+		Software	Q7397					(computer science) written programs or procedures or rules and associated documentation pe	base
software-agent							Mx4rwQl6r5wpEbGdrcN5Y29ycA					base
software-library	07977592	Collection	+			Q188860					(computing) a collection of standard programs and subroutines that are stored and availabl	base
soil	14844693	Soil	=			Q36133	Mx4rwAYi8pwpEbGdrcN5Y29ycA				the part of the earth's surface consisting of humus and disintegrated rock	base
soldier	10622053	Soldier	=		Soldier	Q4991371	Mx4rvVjrTpwpEbGdrcN5Y29ycA				"an enlisted man or woman who serves in an army; ""the soldiers stood at attention"""	base
solicitation	06513764	Requesting	+								"request for a sum of money; ""an appeal to raise money for starving children"""	base
solidarity	04765038	SubjectiveAssessmentAttribute	+			Q815726					a union of interests or purposes or sympathies among members of a group	base
soliton	07346344	SubatomicParticle	+			Q464949					(physics) a quantum of energy or quasiparticle that can be propagated as a traveling wave 	physics
solo	01257418	IntentionalProcess	+			Q270827					any activity that is performed alone without assistance	base
solution	00190783	SubjectiveAssessmentAttribute	+		Solution		Mx4rvVkFnJwpEbGdrcN5Y29ycA				"the successful action of solving a problem; ""the solution took three hours"""	base
soprano	06873139	BiologicalAttribute	+			Q30903	Mx4rvXmO05wpEbGdrcN5Y29ycA				the highest female voice; the voice of a boy before puberty	base
sorrow	07535670	Unhappiness	+			Q4729246	Mx4rvVi0wZwpEbGdrcN5Y29ycA				"sadness associated with some wrong done or some disappointment; ""he drank to drown his sor"	base
sound	05718254	Hearing	+		Sound						"the subjective sensation of hearing something; ""he strained to hear the faint sounds"""	base
soup	07583197	PreparedFood	+		Soup	Q41415	Mx4rvVj2XJwpEbGdrcN5Y29ycA				liquid food especially of meat or fish or vegetable stock often containing pieces of solid	base
south	13833375	South	=			Q667					the cardinal compass point that is at 180 degrees	base
sovereign	10628644	Monarch	+			Q116					a nation's ruler or head of state usually by hereditary right	base
space	06839190	Character	+		Space		Mx4rkkfpDL2XEdmAAAACs6hRjg				"a blank character used to separate successive words in writing or printing; ""he said the s"	base
spacecraft	04264914	Spacecraft	+		Spacecraft	Q11449356	Mx4rwQtlDpwpEbGdrcN5Y29ycA				a craft capable of traveling in outer space; technically, a satellite around the sun	base
spallation	13559509	ChemicalProcess	+			Q576621					"(physics) a nuclear reaction in which a bombarded nucleus breaks up into many particles; """	physics
spatial-extent	05093581	LengthMeasure	+								the magnitude of something in a particular direction (especially length or width or height	base
speaker	10630188	SocialRole	+			Q2324479					someone who expresses in language; someone who talks (especially someone who delivers a pu	base
specialist	10631941	SkilledOccupation	+			Q702269					an expert who is devoted to one occupation or branch of learning	base
species	08110373	Organism	=				Mx4rvVjK65wpEbGdrcN5Y29ycA				(biology) taxonomic group whose members can interbreed	base
specimen	05266879	BodySubstance	+			Q2075980					"a bit of tissue or blood or urine that is taken for diagnostic purposes; ""they collected a"	base
spectacles	04272054	EyeGlass	+			Q37501					optical instrument consisting of a frame that holds a pair of lenses for correcting defect	base
spectator	10633450	SocialRole	+								"a close observer; someone who looks at something (such as an exhibition of some kind); ""th"	base
spectrum	05128219	SubjectiveAssessmentAttribute	+								a broad range of related objects or values or qualities or ideas or activities	base
speech	07110457	Communication	+								"the exchange of spoken words; ""they were perfectly comfortable together without speech"""	base
spell	07159791	Text	+			Q2839930					"a verbal formula believed to have magical force; ""he whispered a spell as he moved his han"	base
sphere	13898899	Sphere	=			Q12507					a three-dimensional closed surface such that every point on the surface is equidistant fro	base
sphere-of-influence	08653570	GeopoliticalArea	+			Q593682					the geographical area in which one nation is very influential	base
spider	01772222	Arachnid	+			Q115128259	Mx4rvVjCnZwpEbGdrcN5Y29ycA				predatory arachnid with eight legs, two poison fangs, two feelers, and usually two silk-sp	base
spinach	07736692	Spinach	=			Q36814998	Mx4rvViCs5wpEbGdrcN5Y29ycA				dark green leaves; eaten cooked or raw in salads	base
spinal-column	05588174	SpinalColumn	+				Mx4rvVkFEpwpEbGdrcN5Y29ycA				"the series of vertebrae forming the axis of the skeleton and protecting the spinal cord; """	base
spine	13089631	BodyPart	+								a small sharp-pointed tip resembling a spike on a stem or leaf	base
spirit	14526182	SubjectiveAssessmentAttribute	+		Spirit		Mx4rESuT3qJxQdeP56jILPRdlQ				"the general atmosphere of a place or situation and the effect that it has on people; ""the "	base
spiritualist	10306279	SocialRole	+			Q583271					"someone who serves as an intermediary between the living and the dead; ""he consulted sever"	base
split	09443136	Hole	+				Mx4rvezmq5wpEbGdrcN5Y29ycA				"a lengthwise crack in wood; ""he inserted the wedge into a split in the log"""	base
spokesman	10638310	Spokesperson	+			Q17221					a male spokesperson	base
spokesperson	10638385	Spokesperson	=			Q17221	Mx4rwQr5zpwpEbGdrcN5Y29ycA				"an advocate who represents someone else's policy or purpose; ""the meeting was attended by "	base
spontaneous-abortion	00230475	OrganismProcess	+			Q2781245					a natural loss of the products of conception	base
spoon	04284002	Tableware	+		Spoon	Q81895	Mx4rvVj1iZwpEbGdrcN5Y29ycA				a piece of cutlery with a shallow bowl-shaped container and a handle; used to stir or serv	base
sport	00523513	Sport	=		Sport	Q349	Mx4rwPySLpwpEbGdrcN5Y29ycA				an active diversion requiring physical exertion and competition	base
spouse	10640620	SocialRole	+			Q1196129					a person's partner in marriage	base
spray	15056541	Water	+				Mx4rwP1nTpwpEbGdrcN5Y29ycA				water in small drops in the atmosphere; blown from waves or thrown up by a waterfall	base
spread	07856270	PreparedFood	+			Q5726634					a tasty mixture to be spread on bread or crackers or used in preparing other dishes	base
spreadsheet	06579952	ComputerProgram	+		Spreadsheet		Mx4rvViX1pwpEbGdrcN5Y29ycA				a screen-oriented interactive program enabling a user to lay out financial data on the scr	base
spring	04288272	Spring	+			Q102836					a metal elastic device that returns to its shape or position when pushed or pulled or pres	base
springtime	15237044	SpringSeason	+			Q1312					"the season of growth; ""the emerging buds were a sure sign of spring""; ""he will hold office"	base
