name	wordnet	sumo	sumo_rel	schemaorg	yago	wikidata	gpt	opencyc	bfo	dolce	dul	gloss	origin
trailer	04467099	Trailer	=			Q216146		Mx4rvViSrJwpEbGdrcN5Y29ycA				a wheeled vehicle that can be pulled by a car or truck and is equipped for occupancy	base
train	04468005	Train	=		Train	Q870						public transport provided by a line of railway cars coupled together and drawn by a locomo	base
train-fare	13308750	CurrencyMeasure	+									the fare charged for traveling by train	economics
train-set	04468707	Toy	+				5150b					a toy consisting of small models of railroad trains and the track for them to run on	base
train-ticket	06519607	Ticket	+		Train_ticket			Mx4raPKXuC92EdqAAAACs71DGQ				a ticket good for a ride on a railroad train	base
trainer	10722575	SocialRole	+			Q3077353		Mx8NhB4rvuAoI5wpEbGdrcN5Y29ycB4rvVjnN5wpEbGdrcN5Y29ycB4rvVj-fZwpEbGdrcN5Y29ycB4rvV9B6ZwpEbGdrcN5Y29ycA				one who trains other persons or animals	base
training	00893955	EducationalProcess	+		Training	Q918385						activity leading to skilled behavior	base
training-workshop	00892413	EducationalProcess	+			Q27556165						a brief intensive course for a small group; emphasizes problem solving	base
trait	04616059	TraitAttribute	=			Q1971873						a distinguishing feature of your personal nature	base
trampoline	04469514	Device	+			Q327911	1738					gymnastic apparatus consisting of a strong canvas sheet attached with springs to a metal f	base
tranche	13285619	FinancialInstrument	+			Q1971862						a portion of something (especially money)	economics
transaction	01106808	Transaction	=			Q1166072		Mx4rvVjdf5wpEbGdrcN5Y29ycA				"the act of transacting within or between groups (as carrying on commercial activities); ""n"	base
transaction-cost						Q877496							economics
transaction-record	13403643	Certificate	+									"a document that can serve as legal evidence of a transaction; ""they could find no record o"	base
transducer	04470953	Transducer	=				7394	Mx4rRLrrNqUjEd2AAABQjYGu0g				an electrical device that converts one form of energy into another	base
transistor	04471632	Transistor	=			Q5339	3094	Mx4rvVi2gpwpEbGdrcN5Y29ycA				a semiconductor device capable of amplification	base
transit-line	04472098	TransportationDevice	+									a line providing public transit	economics
transmission	04472243	AutomobileTransmission	=			Q118093		Mx4rvVi1oZwpEbGdrcN5Y29ycA				the gears that transmit power from an automobile engine via the driveshaft to the live axl	base
transmission-line	02934168	Cable	=			Q188447						a conductor for transmitting electrical or optical signals or electric power	base
transparency	03375956	Transparency	=			Q487623	963	Mx4rvLwPAHStEdaAAACgyZzFrg				picture consisting of a positive photograph or drawing on a transparent base; viewed with 	base
transport	00315986	Transportation	=		Transport	Q2334804		Mx4rv-6HepwpEbGdrcN5Y29ycA				the act of moving something from one location to another	base
transport-ticket													base
transportation	01105259	TransportationService	=			Q2334804		Mx4r4Ew5JghxEduVMgDggVaqog				the commercial enterprise of moving goods and materials	base
transportation-management-system						Q1059251							economics
transshipment	00316460	Transfer	+			Q456407						the transfer from one conveyance to another for shipment	economics
trap	04474466	TrapOrCage	+			Q7835525		Mx4rvVis8pwpEbGdrcN5Y29ycA				a device in which something (usually an animal) can be caught and penned	base
trash-can	02747177	Device	+			Q216530	637a	Mx4rvViFnZwpEbGdrcN5Y29ycA				a bin that holds rubbish until it is collected	base
travel-allowance	13293901	CurrencyMeasure	+									a sum allowed for travel	economics
traveler's-check	13380309	Certificate	+					Mx4rvVjPK5wpEbGdrcN5Y29ycA				a letter of credit issued by a bank or express company that is payable on presentation to 	economics
traveler's-letter-of-credit	13380148	Certificate	+									a letter of credit given to a traveler	economics
tray	04476259	Tray	=		Tray	Q613972	5628b	Mx4rvViHq5wpEbGdrcN5Y29ycA				an open receptacle for holding or displaying or serving articles or food	base
treadmill	04477387	Device	+				997	Mx4rwCtaz5wpEbGdrcN5Y29ycA				an exercise device consisting of an endless belt on which a person can walk or jog without	base
treasure	08463969	Collection	+		Treasure	Q272937		Mx4rEF23Gi9OQdiXeI8nguuGCA				"a collection of precious things; ""the trunk held all her meager treasures"""	base
treasurer	10727256	Treasurer	+			Q388338		Mx4rvOL_5OWEQdiVDMvNwm2yFA				an officer charged with receiving and disbursing funds	base
treasury-bill	13394592	Contract	+			Q3538280						a short-term obligation that is not interest-bearing (it is purchased at a discount); can 	economics
treasury-bond	13394792	Contract	+									a debt instrument with maturities of 10 years or longer	economics
treasury-note	13394907	Contract	+			Q7836809						securities with maturities of 1 to 10 years; sold for cash or in exchange for maturing iss	economics
treasury-security	13394326	Contract	+									negotiable debt obligations of the United States government which guarantees that interest	economics
treasury-stock	13419951	Stock	+									stock that has been bought back by the issuing corporation and is available for retirement	economics
treat	07289358	Process	+					Mx4rP9iVAywaEdiUggAH6RYvSQ				an occurrence that causes special pleasure or delight	base
treatment	01134861	Managing	+				482b	Mx4rxwIIhLi2EdmAAAACs6hRjg				"the management of someone or something; ""the handling of prisoners""; ""the treatment of wat"	base
treaty	06773434	Treaty	+		Treaty	Q131569		Mx4rwD8ghJwpEbGdrcN5Y29ycA				a written agreement between two states or sovereigns	base
tree	13104059	BotanicalTree	=		Tree	Q10884	1684	Mx4rvVjPdZwpEbGdrcN5Y29ycA				a tall perennial woody plant having a main trunk and branches forming a distinct elevated 	base
trench	04478889	Hole	+			Q1852785		Mx4rv1gmFpwpEbGdrcN5Y29ycA				any long ditch cut in the ground	base
trial	05799212	ConstantQuantity	+		Trial	Q8016240		Mx4rvWPSj5wpEbGdrcN5Y29ycA				"trying something to find out about it; ""a sample for ten days free trial""; ""a trial of pro"	base
trial-balance						Q1192485							economics
triangle	13879320	Triangle	=					Mx4rvVjrapwpEbGdrcN5Y29ycA				a three-sided polygon	base
tribulation	07372959	SubjectiveAssessmentAttribute	+									"an annoying or frustrating or catastrophic event; ""his mother-in-law's visits were a great"	base
tribunal	08329453	Government	+		Tribunal	Q41487		Mx4rvWhGJJwpEbGdrcN5Y29ycA				an assembly (including one or more judges) to conduct judicial business	base
tribute	06697195	ContentBearingObject	+			Q748289						something given or done as an expression of esteem	base
trick	00171618	Maneuver	+									"a cunning or deceitful action or device; ""he played a trick on me""; ""he pulled a fast one "	base
tricycle	04482393	SelfPoweredRoadVehicle	+			Q536135	3531					a vehicle with three wheels that is moved by foot pedals	base
trim	04484160	Clothing	+				505379b					"a decoration or adornment on a garment; ""the trimming on a hat""; ""the trim on a shirt"""	base
tripod	04485082	Tripod	=			Q1444534	4638a	Mx4rv6If_5wpEbGdrcN5Y29ycA				a three-legged rack used for support	base
trivet	04486213	Device	+			Q14973	677	Mx4rwAFuq5wpEbGdrcN5Y29ycA				a stand with short feet used under a hot dish on a table	base
trolley-line	04487268	TransportationDevice	+									a transit line using streetcars or trolley buses	economics
trombone	04487394	WindInstrument	+			Q8350	70	Mx4rwPR08pwpEbGdrcN5Y29ycA				a brass instrument consisting of a long tube whose length can be varied by a U-shaped slid	base
troop	08274354	Soldier	=			Q1080137						a group of soldiers	base
trophy	04487996	Icon	+		Trophy	Q381165	5868a	Mx4rvgEOvpwpEbGdrcN5Y29ycA				something given as a token of victory	base
trouble	07289014	SubjectiveAssessmentAttribute	+					Mx4rYXl-rMktEdmAAAACs6hRjg				"an event causing distress or pain; ""what is the trouble?""; ""heart trouble"""	base
troupe	08187033	Corporation	+									"organization of performers and associated personnel (especially theatrical); ""the travelin"	base
trousers	04489008	Trousers	+			Q39908						(usually in the plural) a garment extending from the waist to the knee or ankle, covering 	base
truck	04490091	Truck	=		Truck	Q43193		Mx4rvVizgZwpEbGdrcN5Y29ycA				an automotive vehicle suitable for hauling	base
truckage	13323885	ChargingAFee	+									a fee charged for transporting goods by truckage	economics
trunk	04491769	Box	+			Q2668288	4233					luggage consisting of a large strong case used when traveling or for storage	base
trust	08236621	Organization	+					Mx4rvV72uZwpEbGdrcN5Y29ycA				a consortium of independent organizations formed to limit competition by controlling the p	base
trust-beneficiary						Q17017187							economics
trust-fund	13363893	FinancialAccount	+									a fund held in trust	economics
trust-relationship	13929852	SocialInteraction	+									"a trustful relationship; ""he took me into his confidence""; ""he betrayed their trust"""	base
trustee	10732314	SocialRole	+			Q2047357		Mx4rvdRVqZwpEbGdrcN5Y29ycA				a person (or institution) to whom legal title to property is entrusted to use for another'	base
truth	06724066	True	+			Q7949						"a true statement; ""he told the truth""; ""he thought of answering with the truth but he knew"	base
tub	04493381	FluidContainer	+			Q98950889	4981a	Mx4rwP1mh5wpEbGdrcN5Y29ycA				a large open vessel for holding or storing liquids	base
tuba	02804252	WindInstrument	+				72	Mx4rwPR01ZwpEbGdrcN5Y29ycA				the lowest brass wind instrument	base
tube	05246511	BodyVessel	+			Q1419626	6301b					(anatomy) any hollow cylindrical body structure	base
tubing	04493505	Tube	+			Q2093072						conduit consisting of a long hollow object (usually cylindrical) used to hold and conduct 	base
tuition-fee	13323988	CurrencyMeasure	+									"a fee paid for instruction (especially for higher education); ""tuition and room and board "	economics
tulip	12454159	FloweringPlant	+			Q30345409		Mx4rvgD3Z5wpEbGdrcN5Y29ycA				any of numerous perennial bulbous herbs having linear or broadly lanceolate leaves and usu	base
tumbler	04496872	Artifact	+			Q16180001	2951					a glass with a flat bottom but no handle or stem; originally had a round bottom	base
tumor	14235200	Tumor	+					Mx4rwP1YqpwpEbGdrcN5Y29ycA				an abnormal new mass of tissue that serves no purpose	base
tuna	07780627	FishMeat	+			Q6146274						important warm-water fatty fish of the genus Thunnus of the family Scombridae; usually ser	base
tune	07028373	MakingMusic	+					Mx4rvlsdD5wpEbGdrcN5Y29ycA				"a succession of notes forming a distinctive sequence; ""she was humming an air from Beethov"	base
tunnel	04497962	Tunnel	=		Tunnel	Q44377	6397b	Mx4rwO2abpwpEbGdrcN5Y29ycA				a passageway through or under something, usually underground (especially one for trains or	base
turban	04498389	Hat	+			Q2460567	5939	Mx4rPgOwNStlEdiUgQAH6RYvSQ				a traditional Muslim headdress consisting of a long scarf wrapped around the head	base
tureen	04499062	Artifact	+		Tureen	Q1893641	3941					large deep serving dish with a cover; for serving soups and stews	base
turkey	01794158	TurkeyBird	=			Q26844		Mx4rvVipQ5wpEbGdrcN5Y29ycA				large gallinaceous bird with fan-shaped tail; widely domesticated for food	base
turnip	07735803	Turnip	=			Q3916957	505329a	Mx4rwQCDz5wpEbGdrcN5Y29ycA				root of any of several members of the mustard family	base
turntable	04501550	Device	+			Q17591720	256a	Mx4rvVjg8JwpEbGdrcN5Y29ycA				a circular horizontal platform that rotates a phonograph record while it is being played	base
tuxedo	03201776	Clothing	+			Q4668625	1580	Mx4rvVj_i5wpEbGdrcN5Y29ycA				semiformal evening dress for men	base
twelve	13746785	PositiveInteger	@									the cardinal number that is the sum of eleven and one	base
twilight	15169421	Sunset	+			Q11288132		Mx4rwPcURpwpEbGdrcN5Y29ycA				"the time of day immediately following sunset; ""he loved the twilight""; ""they finished befo"	base
twin	10734394	BiologicalAttribute	+		Twin	Q159979						either of two offspring born at the same time from the same pregnancy	base
twist	07351909	Motion	+			Q387916						a jerky pulling movement	base
two-sided-market						Q2031007							economics
typewriter	04505036	Device	+		Typewriter	Q46335	955	Mx4rvVjaM5wpEbGdrcN5Y29ycA				hand-operated character printer for printing written messages one character at a time	base
ukulele	04506289	Guitar	+			Q61285						a small guitar having four strings	base
ulcer	14211609	DiseaseOrSyndrome	+			Q172941		Mx4rvmMw7JwpEbGdrcN5Y29ycA				a circumscribed inflammatory and often suppurating lesion on the skin or an internal mucou	base
umbrella	04507155	Umbrella	=			Q41607		Mx4rvViFwZwpEbGdrcN5Y29ycA				a lightweight handheld collapsible canopy	base
uncertainty	04756887	ProbabilityRelation	+			Q13649246		Mx4rEZCWELAeQdiCCsX7FaQv7Q				"being unsettled or in doubt or dependent on chance; ""the uncertainty of the outcome""; ""the"	base
uncle	10736091	BiologicalAttribute	+			Q41805469						the brother of your father or mother; the husband of your aunt	base
undercharge	13307685	SubjectiveAssessmentAttribute	+									a price that is too low	economics
